,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Status
338,N/A,N/A,nee,N/A,N/A,N/A,N/A,N/A,128.45,19.11,3.05,2.36,15.74,26.72,3.72,12.76,38.82,82460000000.0,82460000000.0,17.74,2.79,4.72,10.47,4.72,8890000000.0,10.47,2750000000.0,6.06,42.60,12.80,571000000.0,1.24,29690000000.0,0.67,48.97,6120000000.0,0.37,0.24,73.50,8690000.0,3.11,1.96,7590000.0,N/A
339,N/A,N/A,nem,N/A,N/A,N/A,N/A,N/A,43.63,62.63,1.87,1.28,2.85,20.88,4.03,2.02,14.98,17550000000.0,17550000000.0,23.82,53.75,2.27,6.21,2.27,3420000000.0,6.21,193000000.0,0.43,N/A,10.00,2800000000.0,5.29,6240000000.0,3.52,21.43,2140000000.0000002,0.19,0.13,80.30,12230000.0,1.45,2.45,11600000.0,N/A
340,N/A,N/A,nflx,N/A,N/A,N/A,N/A,N/A,106.65,348.79,6.15,18.74,1.81,4.51,2.22,6.01,15.92,41870000000.0,41870000000.0,90.43,12.16,6.18,113.74,6.18,2190000000.0,113.74,122640000.0,0.28,48.20,22.80,2310000000.0,5.40,2370000000.0,1.54,5.20,749440000.0,0.94,1.82,87.50,53130000.0,2.28,14.89,52030000.0,N/A
341,N/A,N/A,nfx,N/A,N/A,N/A,N/A,N/A,178.90,N/A,3.17,3.58,215.93,8.29,1.12,127.54,9.79,7610000000.0,7610000000.0,70.76,12.70,4.89,7.29,4.89,1060000000.0,7.29,3360000000.0,21.18,N/A,26.90,5000000.0,0.03,2470000000.0,0.97,8.52,1210000000.0,1.33,0.69,99.00,8860000.0,2.03,5.47,10390000.0,N/A
342,N/A,N/A,ni,N/A,N/A,N/A,N/A,N/A,180.81,25.21,1.57,1.89,6.16,17.23,2.38,3.96,14.64,14210000000.0,14210000000.0,19.95,1.67,3.05,11.06,3.05,3010000000.0,11.06,183000000.0,0.90,61.50,21.20,15500000.0,0.05,6950000000.0,0.59,12.04,1460000000.0,0.28,0.59,80.80,9010000.0,3.21,2.86,8080000.0,N/A
343,N/A,N/A,nile,N/A,N/A,N/A,N/A,N/A,2.64,29.09,0.62,16.20,2.19,3.34,6.37,65.51,41.14,216400000.0,216400000.0,25.42,1.80,0.45,10.87,0.45,92350000.0,10.87,10530000.0,0.90,4.30,4.80,86540000.0,7.49,2.64,1.03,1.60,8039999.999999999,0.38,0.90,106.60,5.42,5.42,8.56,N/A,N/A
344,N/A,N/A,nke,N/A,N/A,N/A,N/A,N/A,16.23,29.18,3.20,7.50,11.55,14.05,13.19,28.84,18.29,98390000000.0,98390000000.0,24.23,2.21,3.14,19.45,3.14,14070000000.0,19.45,3620000000.0,2.06,19.80,4.10,6120000000.0,3.59,2180000000.0,3.04,7.85,4170000000.0,0.64,0.20,83.90,1.53,1.53,1.44,0.64,N/A
345,N/A,N/A,nly,N/A,N/A,N/A,N/A,N/A,526.56,24.82,10.48,0.87,51.08,78.08,0.57,3.69,0.97,70750000000.0,70750000000.0,9.86,2.49,77.45,N/A,77.45,N/A,N/A,394590000.0,0.42,N/A,N/A,1810000000.0,1.94,62690000000.0,0.06,11.74,N/A,0.14,0.27,58.60,20290000.0,2.01,2.15,17080000.0,N/A
346,N/A,N/A,noc,N/A,N/A,N/A,N/A,N/A,118.18,18.28,1.44,6.13,8.46,13.08,7.54,31.20,124.21,38570000000.0,38570000000.0,15.92,2.36,1.64,10.88,1.64,5640000000.0,10.88,1990000000.0,10.39,9.30,6.80,2320000000.0,12.82,6530000000.0,1.16,30.46,2160000000.0,0.94,0.59,86.00,2240000.0,1.57,1.15,2340000.0,N/A
347,N/A,N/A,nov,N/A,N/A,N/A,N/A,N/A,23.88,N/A,0.80,0.72,5.21,8.80,2.69,4.12,38.13,14400000000.0,14400000000.0,58.58,26.82,0.98,7.04,0.98,3060000000.0,7.04,769000000.0,1.99,N/A,52.30,2080000000.0,5.54,3930000000.0,2.78,43.60,1330000000.0,1.50,0.14,93.40,37390000.0,5.62,9.49,38190000.0,N/A
348,N/A,N/A,nrg,N/A,N/A,N/A,N/A,N/A,337.62,N/A,0.28,1.50,43.49,6.67,1.66,72.51,44.60,23150000000.0,23150000000.0,N/A,0.20,1.58,8.67,1.58,3920000000.0,8.67,6400000000.0,19.46,N/A,28.00,1520000000.0,4.83,19460000000.0,1.69,8.62,1310000000.0,0.91,0.63,104.00,22240000.0,3.07,7.39,23730000.0,N/A
349,N/A,N/A,nsc,N/A,N/A,N/A,N/A,N/A,85.11,15.51,2.15,1.85,14.80,28.04,5.46,12.65,34.82,32830000000.0,32830000000.0,13.17,1.54,3.12,8.33,3.12,6850000000.0,8.33,1550000000.0,5.10,29.40,12.30,1100000000.0,3.69,10370000000.0,1.18,40.93,2880000000.0,1.20,0.30,69.80,2650000.0,1.52,0.81,3870000.0,N/A
350,N/A,N/A,ntap,N/A,N/A,N/A,N/A,N/A,47.93,21.89,1.35,2.48,6.52,8.33,3.30,11.24,19.04,4400000000.0,4400000000.0,11.51,1.43,0.77,7.30,0.77,3830000000.0,7.30,371900000.0,1.24,13.50,10.70,5020000000.0,17.14,1490000000.0,2.45,10.61,1030000000.0,0.97,0.08,97.20,14510000.0,3.29,6.24,14670000.0,N/A
351,N/A,N/A,ntri,N/A,N/A,N/A,N/A,N/A,N/A,23.03,1.22,8.10,5.65,8.65,20.86,41.68,16.12,577430000.0,577430000.0,15.53,1.32,1.25,11.74,1.25,238030000.0,11.74,26140000.0,0.89,28.30,13.90,15510000.0,0.54,0.00,1.33,2.42,31170000.0,0.79,1.78,94.50,2360000.0,6.65,8.30,2420000.0,N/A
352,N/A,N/A,ntrs,N/A,N/A,N/A,N/A,N/A,N/A,16.47,3.07,1.75,20.52,30.87,0.86,11.35,20.43,18630000000.0,18630000000.0,14.41,1.59,3.93,N/A,3.93,N/A,N/A,935000000.0,3.99,1.90,4.30,4540000000.0,19.79,8100000000.0,N/A,36.27,N/A,0.95,0.47,84.30,3670000.0,1.97,1.73,2880000.0,N/A
353,N/A,N/A,nue,N/A,N/A,N/A,N/A,N/A,56.67,40.88,0.88,1.94,2.18,6.83,4.70,6.26,51.28,16920000000.000002,16920000000.000002,16.87,1.36,1.03,9.29,1.03,1580000000.0,9.29,357660000.0,1.11,N/A,30.90,2040000000.0,6.36,4410000000.0,4.15,23.13,2160000000.0,1.27,4.02,74.60,5910000.0,1.76,1.86,6590000.0,N/A
354,N/A,N/A,nus,N/A,N/A,N/A,N/A,N/A,30.23,15.66,0.84,2.30,5.92,10.89,9.80,15.05,38.74,1910000000.0,1910000000.0,12.07,4.74,0.85,6.05,0.85,1760000000.0,6.05,133050000.00000001,2.25,22.90,6.10,305240000.0,5.47,249590000.0,1.73,14.74,322110000.0,1.56,2.26,78.90,11510000.0,10.84,19.96,11020000.0,N/A
355,N/A,N/A,nvda,N/A,N/A,N/A,N/A,N/A,31.84,29.83,3.41,3.82,12.26,17.52,7.53,13.82,9.23,13750000000.0,13750000000.0,22.69,3.83,2.75,12.74,2.75,2600000000.0,12.74,614000000.0,1.08,7.20,12.00,5040000000.0,9.35,1420000000.0,2.48,8.29,N/A,1.03,5.25,87.50,48450000.0,4.92,10.79,47050000.0,N/A
356,N/A,N/A,nwl,N/A,N/A,N/A,N/A,N/A,168.44,31.81,1.80,5.85,5.92,14.13,7.48,14.09,21.97,13840000000.0,13840000000.0,16.66,2.00,2.34,13.74,2.34,2300000000.0,13.74,259300000.0,1.29,74.60,2.30,274800000.0,1.02,3080000000.0,1.25,6.80,565800000.0,1.11,0.56,92.60,38480000.0,6.78,16.06,30210000.0,N/A
357,N/A,N/A,nwsa,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.76,0.55,1.39,3.58,1.22,0.97,14.51,4940000000.0,4940000000.0,20.98,4.13,0.59,7.73,0.59,N/A,7.73,181000000.0,0.21,55.90,4.30,1880000000.0,3.24,0.00,1.81,20.29,678000000.0,1.85,10.65,87.80,7410000.0,1.94,1.96,5440000.0,N/A
358,N/A,N/A,oi,N/A,N/A,N/A,N/A,N/A,970.91,N/A,0.37,4.89,1.20,9.62,4.29,5.08,38.20,7550000000.0,7550000000.0,6.17,0.73,1.23,7.69,1.23,1110000000.0,7.69,70000000.0,0.47,N/A,1.40,399000000.0,2.48,5570000000.0,1.10,2.90,608000000.0,1.70,0.78,98.90,7250000.0,3.14,4.53,6010000.0,N/A
359,N/A,N/A,oke,N/A,N/A,N/A,N/A,N/A,238.71,24.38,0.74,17.13,3.16,13.84,4.37,9.91,36.93,14840000000.0,14840000000.0,15.55,1.67,1.91,10.38,1.91,2120000000.0,10.38,251060000.0,1.16,73.00,32.10,97620000.0,0.47,8990000000.0,0.60,1.60,1010000000.0,1.11,0.96,75.30,13260000.0,3.01,6.43,14010000.0,N/A
360,N/A,N/A,omc,N/A,N/A,N/A,N/A,N/A,150.01,17.90,1.23,7.58,7.23,12.69,5.51,36.67,61.98,20880000000.0,20880000000.0,15.36,2.88,1.38,9.44,1.38,15130000000.0,9.44,1080000000.0,4.41,0.60,1.00,2620000000.0,10.93,4590000000.0,0.84,10.23,2170000000.0,1.26,0.69,99.20,16350000.000000002,9.45,6.69,16990000.0,N/A
361,N/A,N/A,orcl,N/A,N/A,N/A,N/A,N/A,90.52,18.78,4.27,3.49,24.55,35.95,8.22,19.51,8.66,153240000000.0,153240000000.0,13.81,1.86,4.09,10.07,4.09,30690000000.0,10.07,9200000000.0,2.07,12.20,6.30,52340000000.0,12.46,41940000000.0,4.26,10.91,12900000000.0,1.03,26.17,61.50,39200000.0,2.04,1.25,36780000.0,N/A
362,N/A,N/A,orly,N/A,N/A,N/A,N/A,N/A,70.87,29.68,3.27,13.36,11.69,19.24,14.51,46.80,79.69,27730000000.0,27730000000.0,22.59,1.57,3.48,15.91,3.48,4160000000.0,15.91,931220000.0,9.17,20.30,10.50,116300000.0,1.20,1390000000.0,0.99,20.07,1280000000.0,0.79,2.73,91.90,5560000.0,5.97,5.62,5140000.0,N/A
363,N/A,N/A,oxy,N/A,N/A,N/A,N/A,N/A,34.22,N/A,4.19,2.15,62.73,61.37,9.60,27.47,16.30,58560000000.0,58560000000.0,53.81,3.13,4.69,11.65,4.69,6680000000.0,11.65,8150000000.0,10.23,N/A,34.90,3200000000.0,4.19,8330000000.0,1.37,31.89,3350000000.0,0.65,0.36,81.60,15710000.0,2.31,2.05,15000000.0,N/A
364,N/A,N/A,payx,N/A,N/A,N/A,N/A,N/A,N/A,26.36,6.59,10.08,25.65,38.92,11.25,39.48,7.86,18640000000.0,18640000000.0,23.85,2.70,6.56,15.34,6.56,2740000000.0,15.34,728900000.0,2.01,9.40,6.80,476400000.0,1.32,0.00,1.15,5.15,910400000.0,0.99,10.77,69.00,17030000.0,4.83,5.28,18140000.0,N/A
365,N/A,N/A,pbct,N/A,N/A,N/A,N/A,N/A,N/A,18.53,3.81,1.01,20.79,35.93,0.70,5.56,4.14,9450000000.0,9450000000.0,16.10,2.60,7.56,N/A,7.56,N/A,N/A,260100000.00000003,0.86,9.40,5.70,722000000.0,2.38,5350000000.0,N/A,15.62,N/A,0.72,0.87,82.90,45730000.0,9.23,17.12,31040000.0,N/A
366,N/A,N/A,pbi,N/A,N/A,N/A,N/A,N/A,624.93,10.07,1.08,22.18,11.40,18.01,6.37,99.22,17.91,6120000000.0,6120000000.0,9.38,2.75,1.71,7.48,1.71,2020000000.0,7.48,402630000.0,2.03,38.00,4.80,767580000.0,4.01,2970000000.0,1.02,0.91,514640000.0,0.91,0.28,90.10,13710000.0,7.48,8.56,14550000.0,N/A
367,N/A,N/A,pcar,N/A,N/A,N/A,N/A,N/A,124.46,11.69,0.95,2.62,8.39,12.18,6.97,23.43,53.91,23790000000.0,23790000000.0,13.80,4.74,1.24,8.59,1.24,3380000000.0,8.59,1600000000.0,4.51,11.90,14.90,3380000000.0,9.61,8640000000.0,1.95,19.76,2560000000.0,1.16,2.41,64.10,7.15,7.15,5.53,0.96,N/A
368,N/A,N/A,pcg,N/A,N/A,N/A,N/A,N/A,102.59,32.02,1.67,1.69,5.19,8.67,1.48,5.33,34.78,45390000000.0,45390000000.0,15.58,2.80,2.70,11.15,2.70,4120000000.0,11.15,874000000.0,1.79,2.30,3.30,123000000.0,0.25,17260000000.0,0.92,33.69,3750000000.0,0.13,0.10,79.90,5400000.0,1.80,2.53,5070000.0,N/A
369,N/A,N/A,pcln,N/A,N/A,N/A,N/A,N/A,70.02,26.83,6.96,7.30,27.66,35.00,12.54,29.39,181.08,69340000000.0,69340000000.0,16.40,1.22,7.52,19.80,7.52,8590000000.0,19.80,2550000000.0,49.45,11.60,8.70,2650000000.0,53.38,6160000000.0,2.47,177.29,3100000000.0,1.58,0.36,97.20,1350000.0,1.70,2.63,1360000.0,N/A
370,N/A,N/A,pdco,N/A,N/A,N/A,N/A,N/A,91.36,23.52,0.76,3.04,3.43,7.44,7.86,15.38,55.37,5370000000.0,5370000000.0,16.48,1.86,0.99,11.14,0.99,1240000000.0,11.14,216700000.0,1.89,3.20,31.70,97700000.0,1.02,1240000000.0,1.87,14.29,18070000.0,0.93,16.04,76.30,7030000.0,7.01,8.07,6820000.0,N/A
371,N/A,N/A,peg,N/A,N/A,N/A,N/A,N/A,71.58,13.43,2.19,1.76,16.12,26.79,N/A,13.37,20.62,31490000000.0,31490000000.0,15.45,7.88,3.02,7.86,3.02,4179999999.9999995,7.86,1680000000.0,3.30,35.10,17.90,282000000.0,0.56,9260000000.0,N/A,25.59,3920000000.0,0.26,0.14,68.50,14040000.0,4.34,2.78,10980000.0,N/A
372,N/A,N/A,pep,N/A,N/A,N/A,N/A,N/A,276.68,27.60,2.31,12.09,8.65,15.91,8.95,37.20,42.92,167710000000.0,167710000000.0,20.06,3.35,2.66,13.70,2.66,34670000000.0,13.70,5450000000.0,3.67,31.00,6.80,12010000000.0,8.31,33280000000.0,1.31,8.33,10580000000.0,0.70,0.22,71.40,10800000.0,1.98,0.73,9520000.0,N/A
373,N/A,N/A,pets,N/A,N/A,N/A,N/A,N/A,N/A,17.25,1.48,4.21,8.77,13.82,23.51,26.03,11.41,284770000.0,284770000.0,17.42,3.72,1.24,8.79,1.24,76270000.0,8.79,20100000.0,1.00,1.90,3.30,62740000.0,3.11,0.00,11.21,4.01,25150000.0,0.82,4.26,84.00,4700000.0,13.56,24.24,5530000.0,N/A
374,N/A,N/A,pfe,N/A,N/A,N/A,N/A,N/A,58.18,27.43,3.74,2.73,14.25,26.56,N/A,10.05,7.91,206760000000.0,206760000000.0,12.20,2.37,4.23,11.58,4.23,39200000000.0,11.58,6950000000.0,1.11,N/A,7.10,20660000000.0,3.35,39050000000.0,N/A,10.82,N/A,1.02,0.04,72.00,140120000.0,4.07,2.28,123230000.0,N/A
375,N/A,N/A,pfg,N/A,N/A,N/A,N/A,N/A,40.79,9.94,0.94,1.20,10.31,12.15,0.42,12.69,40.64,10670000000.0,10670000000.0,8.75,1.82,0.89,6.48,0.89,5270000000.0,6.48,1210000000.0,4.06,9.00,3.50,4960000000.0,17.00,3860000000.0,2.85,31.96,4380000000.0,1.85,0.36,68.80,5410000.0,2.63,1.84,4680000.0,N/A
376,N/A,N/A,pg,N/A,N/A,N/A,N/A,N/A,50.60,27.69,3.07,3.67,11.71,21.56,7.36,14.51,26.66,239720000000.0,239720000000.0,20.24,3.69,3.31,12.84,3.31,37400000000.0,12.84,8860000000.0,2.95,35.20,8.50,14280000000.0,5.28,31530000000.0,1.13,22.39,15560000000.0,0.66,0.07,30.50,27390000.0,2.48,1.01,27190000.0,N/A
377,N/A,N/A,pgr,N/A,N/A,N/A,N/A,N/A,34.92,15.45,0.92,2.63,6.09,9.83,4.61,17.71,35.58,19920000000.0,19920000000.0,15.67,2.49,0.96,9.09,0.96,2150000000.0,9.09,1270000000.0,2.15,10.80,4.30,2170000000.0,3.72,2710000000.0,0.82,12.49,N/A,0.79,2.49,82.60,18230000.0,4.55,3.12,16480000.0,N/A
378,N/A,N/A,ph,N/A,N/A,N/A,N/A,N/A,68.69,17.93,1.21,3.00,7.09,11.47,7.01,15.97,86.46,16079999999.999998,16079999999.999998,16.63,1.73,1.35,9.59,1.35,3060000000.0,9.59,842760000.0,6.05,31.50,13.70,1870000000.0,13.83,3300000000.0,2.17,35.52,1110000000.0,1.30,1.04,92.90,6540000.0,3.86,4.78,7150000.0,N/A
379,N/A,N/A,phm,N/A,N/A,N/A,N/A,N/A,51.46,13.49,1.05,1.32,8.26,13.20,5.63,10.33,16.78,8109999999.999999,8109999999.999999,9.63,1.15,1.36,9.71,1.36,1420000000.0,9.71,490890000.0,1.36,5.00,13.10,760020000.0,2.18,2450000000.0,4.61,13.63,348130000.0,0.97,9.47,87.50,18130000.0,2.23,4.98,14060000.0,N/A
380,N/A,N/A,pki,N/A,N/A,N/A,N/A,N/A,47.99,25.98,2.37,2.54,9.39,13.64,4.66,10.24,19.97,6260000000.0,6260000000.0,16.29,1.98,2.77,14.88,2.77,1020000000.0,14.88,212690000.0,1.88,121.70,N/A,237930000.0,2.11,1010000000.0,1.84,18.75,287100000.0,0.65,0.92,96.30,2780000.0,3.31,2.85,3200000.0,N/A
381,N/A,N/A,pm,N/A,N/A,N/A,N/A,N/A,N/A,21.83,5.60,N/A,25.65,39.90,19.33,N/A,17.30,174560000000.0,174560000000.0,20.40,3.21,6.52,15.25,6.52,17430000000.0,15.25,6850000000.0,4.42,22.50,11.20,3420000000.0,2.21,28480000000.0,1.03,8.55,7860000000.0,0.94,0.23,5.20,13520000.0,2.68,0.88,12700000.0,N/A
382,N/A,N/A,pnc,N/A,N/A,N/A,N/A,N/A,N/A,11.70,2.87,1.04,27.43,36.79,1.18,9.00,29.13,90370000000.0,90370000000.0,10.85,2.07,6.04,N/A,6.04,N/A,N/A,3860000000.0,7.38,2.70,3.00,7710000000.0,15.29,54530000000.0,N/A,81.86,N/A,0.86,0.28,84.00,6510000.0,2.35,1.25,7760000.0,N/A
383,N/A,N/A,pnr,N/A,N/A,N/A,N/A,N/A,117.49,N/A,1.38,2.23,1.19,13.73,4.92,1.50,35.77,13680000000.0,13680000000.0,11.59,1.11,2.12,11.93,2.12,2190000000.0,11.93,65000000.0,0.42,N/A,2.30,126300000.0,0.70,4710000000.0,1.87,22.22,739300000.0,1.32,7.60,88.90,15230000.0,9.20,8.50,13240000.0,N/A
384,N/A,N/A,pnw,N/A,N/A,N/A,N/A,N/A,80.94,18.16,2.27,1.73,12.51,24.45,3.64,9.88,31.48,11680000000.0,11680000000.0,16.95,4.31,3.34,8.19,3.34,1530000000.0,8.19,437260000.0,3.92,660.00,1.10,39490000.0,0.36,3820000000.0,0.62,41.30,1090000000.0,0.30,0.47,80.70,2300000.0,2.79,2.09,1860000.0,N/A
385,N/A,N/A,pom,N/A,N/A,N/A,N/A,N/A,135.73,17.18,1.23,1.40,6.51,12.72,2.50,7.03,19.85,11830000000.0,11830000000.0,18.55,2.73,2.35,9.17,2.35,1740000000.0,9.17,318000000.0,1.29,271.40,2.90,25000000.0,0.10,6240000000.0,0.52,17.35,939000000.0,0.66,0.30,64.70,10140000.0,5.60,4.01,6670000.0,N/A
386,N/A,N/A,ppg,N/A,N/A,N/A,N/A,N/A,85.32,20.41,1.79,5.51,9.17,13.56,7.51,27.60,56.49,30880000000.0,30880000000.0,15.17,1.57,2.01,12.00,2.01,6740000000.0,12.00,1400000000.0,5.14,278.30,0.30,1460000000.0,5.47,4320000000.0,1.41,18.67,1840000000.0,1.64,0.38,73.90,3050000.0,1.47,1.12,2610000.0,N/A
387,N/A,N/A,ppl,N/A,N/A,N/A,N/A,N/A,202.81,36.52,3.22,2.48,8.89,37.02,4.04,13.62,11.45,43960000000.0,43960000000.0,15.05,3.75,5.73,11.63,5.73,5950000000.0,11.63,1600000000.0,1.00,42.60,8.50,838000000.0,1.24,20120000000.0,0.68,14.72,2620000000.0,0.39,0.03,48.00,13790000.0,2.82,2.08,13170000.0,N/A
388,N/A,N/A,prgo,N/A,N/A,N/A,N/A,N/A,50.08,N/A,3.66,1.83,0.62,14.90,N/A,N/A,37.01,24760000000.0,24760000000.0,12.81,1.11,4.63,17.16,4.63,1710000000.0,17.16,32900000.0,0.23,N/A,32.90,523000000.0,3.57,5380000000.0,N/A,73.31,1050000000.0,0.73,0.47,46.40,6630000.0,3.55,4.72,5260000.0,N/A
389,N/A,N/A,pru,N/A,N/A,N/A,N/A,N/A,97.60,6.04,0.54,0.75,9.67,15.46,0.74,13.56,129.17,13020000000.0,13020000000.0,7.07,1.00,0.22,1.43,0.22,24370000000.0,1.43,5590000000.0,12.17,N/A,27.70,60700000000.0,136.09,40920000000.0,1.31,93.69,13900000000.0,1.49,0.18,65.80,4740000.0,1.51,1.05,4750000.0,N/A
390,N/A,N/A,psa,N/A,N/A,N/A,N/A,N/A,3.47,42.03,17.77,8.45,53.90,52.74,8.18,14.09,14.09,48150000000.0,48150000000.0,24.27,3.57,19.79,28.17,19.79,1750000000.0,28.17,1050000000.0,6.07,4.80,2.10,104290000.0,0.60,319020000.0,0.40,29.58,N/A,0.28,15.12,79.70,3.15,3.15,2.12,2690000.0,N/A
391,N/A,N/A,psx,N/A,N/A,N/A,N/A,N/A,37.13,11.18,0.53,1.96,4.96,5.31,5.82,18.62,157.08,51400000000.0,51400000000.0,11.81,2.47,0.60,9.17,0.60,21280000000.0,9.17,4219999999.9999995,7.73,43.30,41.10,3070000000.0,5.83,8890000000.0,1.63,43.63,5710000000.0,1.32,10.84,68.00,11090000.0,2.49,2.05,9430000.0,N/A
392,N/A,N/A,pvtb,N/A,N/A,N/A,N/A,N/A,N/A,16.91,4.75,1.76,29.43,49.96,1.13,11.65,8.08,3810000000.0,3810000000.0,14.27,1.58,6.04,N/A,6.04,N/A,N/A,183720000.0,2.32,40.10,16.20,424270000.0,5.36,1090000000.0,N/A,21.48,N/A,1.35,6.85,95.80,3520000.0,5.03,4.60,3070000.0,N/A
393,N/A,N/A,pwr,N/A,N/A,N/A,N/A,N/A,15.62,14.16,0.48,1.17,4.11,3.91,3.21,3.45,38.81,4040000000.0,4040000000.0,11.51,3.53,0.53,8.22,0.53,923660000.0,8.22,120290000.0,1.59,N/A,7.50,128770000.00000001,0.79,482430000.0,1.89,18.87,N/A,0.65,0.73,90.90,7660000.0,2.13,3.76,7550000.0,N/A
394,N/A,N/A,px,N/A,N/A,N/A,N/A,N/A,188.16,20.77,2.93,7.18,14.36,22.85,8.08,28.69,37.55,40730000000.0,40730000000.0,18.30,3.01,3.78,11.42,3.78,4820000000.0,11.42,1550000000.0,5.35,39.70,13.20,147000000.0,0.52,9230000000.0,1.39,15.41,2680000000.0,0.97,0.14,3.20,7260000.0,3.88,2.52,8029999.999999999,N/A
395,N/A,N/A,pxd,N/A,N/A,N/A,N/A,N/A,43.64,N/A,6.73,2.31,8.69,1.59,0.21,3.14,21.09,24640000000.0,24640000000.0,N/A,1.45,7.84,16.90,7.84,1420000000.0,16.90,266000000.0,1.84,N/A,16.40,1390000000.0,8.52,3660000000.0,2.19,56.02,1250000000.0,0.67,5.37,89.20,7380000.0,1.91,5.55,9120000.0,N/A
396,N/A,N/A,qcom,N/A,N/A,N/A,N/A,N/A,36.22,17.35,3.25,2.57,20.02,28.13,8.54,13.88,15.18,72490000000.0,72490000000.0,10.95,1.12,3.03,9.03,3.03,14900000000.0,9.03,4800000000.0,3.01,24.00,18.70,16530000000.000002,11.06,10950000000.0,3.13,20.23,5880000000.0,1.39,0.17,82.10,19320000.0,1.32,1.29,17040000.0,N/A
397,N/A,N/A,qdel,N/A,N/A,N/A,N/A,N/A,67.64,N/A,2.69,2.46,3.13,1.37,0.39,2.62,5.69,499890000.0,499890000.0,56.13,16.84,2.58,20.04,2.58,124440000.0,20.04,6080000.0,0.18,N/A,18.80,191470000.0,5.93,147910000.0,7.81,6.56,36310000.0,0.61,17.20,103.30,4750000.0,15.56,19.70,4590000.0,N/A
398,N/A,N/A,qep,N/A,N/A,N/A,N/A,N/A,56.20,N/A,1.02,0.52,7.40,4.11,0.59,3.72,11.43,4070000000.0000005,4070000000.0000005,N/A,0.45,2.02,4.85,2.02,855900000.0,4.85,149400000.0,0.85,N/A,43.70,376100000.0,2.13,2220000000.0,1.45,22.33,481300000.0,1.27,5.78,93.80,14090000.0,2.84,8.04,12970000.0,N/A
399,N/A,N/A,rai,N/A,N/A,N/A,N/A,N/A,95.59,19.88,6.94,4.06,30.47,38.62,7.53,28.57,8.44,87640000000.0,87640000000.0,19.57,1.86,8.21,20.73,8.21,5990000000.0,20.73,3250000000.0,2.57,88.50,43.10,2720000000.0,1.90,17450000000.0,1.17,12.79,196000000.0,0.70,42.21,47.90,15410000.0,2.83,2.51,15840000.0,N/A
400,N/A,N/A,rdc,N/A,N/A,N/A,N/A,N/A,56.42,22.08,0.93,0.42,4.37,14.01,2.23,1.97,17.07,4280000000.0000005,4280000000.0000005,47.00,0.23,2.00,6.18,2.00,1140000000.0,6.18,93300000.0,0.75,N/A,3.70,484200000.0,3.85,2690000000.0,2.80,37.94,996900000.0,1.43,0.52,100.40,18750000.0,3.94,15.13,17840000.0,N/A
401,N/A,N/A,rf,N/A,N/A,N/A,N/A,N/A,N/A,10.99,2.03,0.65,20.96,30.32,0.88,6.38,3.82,13450000000.0,13450000000.0,8.77,1.28,2.65,N/A,2.65,N/A,N/A,1010000000.0,0.75,31.90,1.70,6280000000.0,4.88,9120000000.0,N/A,12.36,1570000000.0,1.21,0.14,75.20,31530000.0,1.35,2.36,26230000.0,N/A
402,N/A,N/A,rhi,N/A,N/A,N/A,N/A,N/A,0.12,15.84,1.05,5.33,7.02,11.39,21.66,36.08,38.67,5280000000.0,5280000000.0,12.88,1.14,1.04,8.33,1.04,2109999999.9999998,8.33,357800000.0,2.69,11.20,6.80,224580000.0,1.74,1160000.0,2.05,7.77,438240000.0,1.01,3.28,89.90,1660000.0,1.36,1.27,1140000.0,N/A
403,N/A,N/A,rht,N/A,N/A,N/A,N/A,N/A,54.23,69.71,6.49,9.51,9.84,14.79,4.90,15.05,10.77,12710000000.0,12710000000.0,32.79,2.24,6.44,34.55,6.44,1520000000.0,34.55,194030000.0,1.03,2.30,14.80,1140000000.0,6.22,729280000.0,1.35,7.36,686020000.0,1.11,0.56,98.00,6120000.0,3.20,4.02,5920000.0,N/A
404,N/A,N/A,rl,N/A,N/A,N/A,N/A,N/A,23.66,17.84,1.09,2.13,6.46,11.31,8.27,12.16,86.17,7960000000.0,7960000000.0,15.11,6.66,1.07,6.98,1.07,4380000000.0,6.98,479000000.0,5.52,39.10,4.30,1220000000.0,14.46,900000000.0,2.84,45.29,856000000.0,0.54,0.39,98.50,6440000.0,5.58,10.81,7200000.0,N/A
405,N/A,N/A,rok,N/A,N/A,N/A,N/A,N/A,73.95,17.98,2.26,6.23,12.97,18.05,11.01,33.25,46.13,13450000000.0,13450000000.0,17.33,3.66,2.18,10.62,2.18,2700000000.0,10.62,798300000.0,5.93,13.40,9.40,2220000000.0,16.89,1650000000.0,2.86,17.02,1100000000.0,1.21,0.51,78.70,9460000.0,6.84,7.21,8600000.0,N/A
